Ticker1,Ticker2,ShiftDays,Correlation
AAPL,MSFT,0,0.24170768724445163
AAPL,GOOGL,0,0.708528588517779
AAPL,AMZN,0,0.5442263725213241
AAPL,NVDA,0,0.43014398618095895
AAPL,META,0,0.29826698114535055
AAPL,TSLA,0,0.7346690319472484
AAPL,JPM,0,0.2851515680984353
AAPL,UNH,0,0.20521180797271482
AAPL,V,0,-0.22334774521316744
AAPL,HD,0,0.6868209985975706
AAPL,PG,0,-0.07837898973837186
AAPL,MA,0,0.10235502812754167
AAPL,LLY,0,0.21016828767836643
AAPL,AVGO,0,0.37096382121957966
AAPL,XOM,0,0.36556970329780575
AAPL,COST,0,-0.19203864629145947
AAPL,PEP,0,0.5981884115073822
AAPL,KO,0,-0.47174380209244254
AAPL,PFE,0,0.6131054145231737
AAPL,MRK,0,0.5427564496557367
AAPL,ORCL,0,0.4339467610767977
AAPL,ABBV,0,0.40187424395882615
AAPL,DIS,0,0.28031083613010827
AAPL,CVX,0,0.5118315154922748
AAPL,ADBE,0,0.17502463613888716
AAPL,MCD,0,-0.16712159379584904
AAPL,ACN,0,0.012161807193580542
AAPL,DHR,0,0.46667837948989155
AAPL,CSCO,0,0.2105665464075594
AAPL,NFLX,0,-0.1626216575143823
AAPL,CRM,0,0.25858757095956547
AAPL,LIN,0,-0.1296787150275753
AAPL,ABT,0,-0.24207415945511507
AAPL,TXN,0,0.07956650118026137
AAPL,NKE,0,0.5846763165681463
AAPL,TMO,0,0.7286593325420653
AAPL,INTC,0,0.5938359757081472
AAPL,WMT,0,0.3144084542259503
AAPL,UPS,0,0.14837740715679965
AAPL,HON,0,-0.020174836503567998
AAPL,NEE,0,0.5203247161392992
AAPL,PM,0,-0.4787728533423179
AAPL,AMGN,0,-0.08489157611122299
AAPL,AMD,0,0.5188634160866203
AAPL,QCOM,0,0.6892737685741891
AAPL,LOW,0,0.665760429017013
AAPL,CAT,0,0.6038253483924558
AAPL,IBM,0,0.014205690256355406
AAPL,MS,0,0.524121676872415
AAPL,AMT,0,-0.7356478119241692
AAPL,INTU,0,-0.24787422970281156
AAPL,DE,0,-0.37779855559140274
AAPL,GS,0,0.4307916635380449
AAPL,SPGI,0,0.014277781146319187
AAPL,RTX,0,0.18480133998559287
AAPL,BLK,0,0.5421656638568542
AAPL,ISRG,0,-0.06066578524675376
AAPL,PLD,0,0.6516078827606472
AAPL,NOW,0,0.22456056814244416
AAPL,MDT,0,0.3397399934242243
AAPL,GE,0,0.16673383675481684
AAPL,ADI,0,0.41778489440922456
AAPL,SYK,0,0.030876785458102855
AAPL,ELV,0,-0.26194121239638507
AAPL,BKNG,0,0.031703085027552494
AAPL,GILD,0,-0.0003815271045559144
AAPL,C,0,0.39296445014081105
AAPL,CVS,0,0.05356519303282603
AAPL,LRCX,0,0.4835503911620117
AAPL,ADP,0,-0.45067634242280413
AAPL,REGN,0,0.4054933833913198
AAPL,MO,0,0.08725973579333285
AAPL,MDLZ,0,-0.5988397933681119
AAPL,TMUS,0,-0.23398980667540512
AAPL,T,0,-0.3060073900209688
AAPL,CB,0,-0.37198598270839933
AAPL,SCHW,0,0.08195497675939273
AAPL,SO,0,-0.01787543683610415
AAPL,PGR,0,-0.610868473674986
AAPL,AXP,0,0.5992549005264277
AAPL,ZTS,0,-0.03347415745717749
AAPL,CL,0,-0.5000342298410307
AAPL,DUK,0,0.011461037831034778
AAPL,EOG,0,0.18303199749256768
AAPL,USB,0,0.6898725298757175
AAPL,TGT,0,0.28541014539523163
AAPL,PNC,0,0.5890226553666407
AAPL,MMC,0,-0.4569936469361762
AAPL,FIS,0,-0.3241614515479037
AAPL,BDX,0,0.39028459929766723
AAPL,CME,0,-0.38365187702066084
AAPL,ITW,0,0.568548892105969
AAPL,GM,0,0.6374087361589331
AAPL,CSX,0,0.5269745853399125
AAPL,NSC,0,0.48102531905114776
AAPL,AON,0,-0.010386041025035563
AAPL,EMR,0,0.34565126137642443
AAPL,COF,0,0.306600412045986
AAPL,FDX,0,0.5736292846821913
MSFT,GOOGL,0,0.7151848432667524
MSFT,AMZN,0,0.6163911895129192
MSFT,NVDA,0,0.93265301736713
MSFT,META,0,0.8457369609220882
MSFT,TSLA,0,0.49964739268156
MSFT,JPM,0,0.8887792300094065
MSFT,UNH,0,-0.7799078644394707
MSFT,V,0,0.39375971595509884
MSFT,HD,0,0.28974796451800655
MSFT,PG,0,-0.7309572045964642
MSFT,MA,0,0.6736801558749168
MSFT,LLY,0,-0.39218224714204997
MSFT,AVGO,0,0.9004234753558629
MSFT,XOM,0,0.2513956662316303
MSFT,COST,0,-0.06989339507629139
MSFT,PEP,0,-0.15667425950661706
MSFT,KO,0,0.18481251433896903
MSFT,PFE,0,0.1881647159302126
MSFT,MRK,0,-0.32870961319089365
MSFT,ORCL,0,0.8869704945635821
MSFT,ABBV,0,0.49494438351649783
MSFT,DIS,0,0.7260287798324507
MSFT,CVX,0,0.2763629337109913
MSFT,ADBE,0,-0.49241720404849937
MSFT,MCD,0,0.1447194605950718
MSFT,ACN,0,-0.6820481902122438
MSFT,DHR,0,-0.2174587928542447
MSFT,CSCO,0,0.8733054264559287
MSFT,NFLX,0,0.7679747462891768
MSFT,CRM,0,-0.4943735585458415
MSFT,LIN,0,0.5227375875665679
MSFT,ABT,0,0.34017019382524943
MSFT,TXN,0,0.36191975773971374
MSFT,NKE,0,0.24136613319950875
MSFT,TMO,0,-0.17659655630703144
MSFT,INTC,0,0.49394713196733286
MSFT,WMT,0,0.6932702328481011
MSFT,UPS,0,-0.608762088891593
MSFT,HON,0,0.4029146893280177
MSFT,NEE,0,0.5794781323663691
MSFT,PM,0,0.46811507922992235
MSFT,AMGN,0,0.017575911179086974
MSFT,AMD,0,0.8076639507727695
MSFT,QCOM,0,0.3670007599435748
MSFT,LOW,0,0.1194571972738212
MSFT,CAT,0,0.8173036480848982
MSFT,IBM,0,0.6062099162687903
MSFT,MS,0,0.867669015349548
MSFT,AMT,0,0.06653200273292285
MSFT,INTU,0,0.7312410547501313
MSFT,DE,0,0.45241152057697115
MSFT,GS,0,0.8990445118011737
MSFT,SPGI,0,0.44993335488991376
MSFT,RTX,0,0.8469559691554815
MSFT,BLK,0,0.8841905510318366
MSFT,ISRG,0,-0.4241793614575737
MSFT,PLD,0,0.25749305649655835
MSFT,NOW,0,0.0974982008043695
MSFT,MDT,0,0.561937695074191
MSFT,GE,0,0.8742511602094093
MSFT,ADI,0,0.805008028220232
MSFT,SYK,0,0.4218949119326102
MSFT,ELV,0,-0.8582111214763969
MSFT,BKNG,0,0.8369963143241674
MSFT,GILD,0,0.5606216202493851
MSFT,C,0,0.8835805564831245
MSFT,CVS,0,0.497047424327197
MSFT,LRCX,0,0.8225959969410613
MSFT,ADP,0,0.0573534058889449
MSFT,REGN,0,-0.5247457646603673
MSFT,MO,0,0.7482818799330133
MSFT,MDLZ,0,0.05065056947694491
MSFT,TMUS,0,-0.3238349877669503
MSFT,T,0,0.4766964854455487
MSFT,CB,0,-0.20521406009717078
MSFT,SCHW,0,0.9133407754677735
MSFT,SO,0,0.6448361575195009
MSFT,PGR,0,-0.5231288716166025
MSFT,AXP,0,0.7834706539009655
MSFT,ZTS,0,-0.5389695392511488
MSFT,CL,0,-0.6794564929964649
MSFT,DUK,0,0.5682135866604385
MSFT,EOG,0,-0.27136130849596657
MSFT,USB,0,0.4771937765713692
MSFT,TGT,0,-0.43408115134472136
MSFT,PNC,0,0.499497809860233
MSFT,MMC,0,-0.7679657330675825
MSFT,FIS,0,-0.2554166340017259
MSFT,BDX,0,-0.6436527947861487
MSFT,CME,0,0.5180067540090899
MSFT,ITW,0,0.3190354537220659
MSFT,GM,0,0.6873679576576666
MSFT,CSX,0,0.6818256569247039
MSFT,NSC,0,0.8368812750046144
MSFT,AON,0,-0.560584799952255
MSFT,EMR,0,0.8082290635519985
MSFT,COF,0,0.8694304056730144
MSFT,FDX,0,-0.23547023013641677
GOOGL,AMZN,0,0.6394164992869594
GOOGL,NVDA,0,0.804303770277609
GOOGL,META,0,0.6890611399044275
GOOGL,TSLA,0,0.7533102068456774
GOOGL,JPM,0,0.7609215428140741
GOOGL,UNH,0,-0.32702224033175353
GOOGL,V,0,0.11771219732390395
GOOGL,HD,0,0.5629006607827461
GOOGL,PG,0,-0.6033284912954604
GOOGL,MA,0,0.4690597647261134
GOOGL,LLY,0,-0.10330862948045118
