Ticker1,Ticker2,ShiftDays,Correlation
AAPL,MSFT,3,0.829840411689896
AAPL,GOOGL,3,0.887290709546508
AAPL,AMZN,3,0.8705092794589554
AAPL,NVDA,3,0.877119435407771
AAPL,META,3,0.8625324315742171
AAPL,TSLA,3,0.773554532726681
AAPL,JPM,3,0.823826431573844
AAPL,UNH,3,-0.10170440100644511
AAPL,V,3,0.7620406822165171
AAPL,HD,3,0.8189628007645219
AAPL,PG,3,0.7548539883634215
AAPL,MA,3,0.8127614803429096
AAPL,LLY,3,0.7982292456053725
AAPL,AVGO,3,0.8186103814411724
AAPL,XOM,3,0.5438950876537157
AAPL,COST,3,0.8432981552010558
AAPL,PEP,3,-0.43009062566484335
AAPL,KO,3,0.6684550249517581
AAPL,PFE,3,-0.7193581446562285
AAPL,MRK,3,-0.2633799331892428
AAPL,ORCL,3,0.8022180696790443
AAPL,ABBV,3,0.7503166142793705
AAPL,DIS,3,0.3798624009595755
AAPL,CVX,3,-0.09001129208026716
AAPL,ADBE,3,0.15035898529416336
AAPL,MCD,3,0.6403062140955038
AAPL,ACN,3,0.3313809293837169
AAPL,DHR,3,0.01510195093471314
AAPL,CSCO,3,0.6860736878861633
AAPL,NFLX,3,0.7715428738743852
AAPL,CRM,3,0.7299939438592984
AAPL,LIN,3,0.8086902544846125
AAPL,ABT,3,0.6237004038552271
AAPL,TXN,3,0.674644277186259
AAPL,NKE,3,-0.7368740769557587
AAPL,TMO,3,-0.09013997629508678
AAPL,INTC,3,-0.3362924953578744
AAPL,WMT,3,0.8346168480770607
AAPL,UPS,3,-0.7401300462200825
AAPL,HON,3,0.6093412572903358
AAPL,NEE,3,0.2790523571246055
AAPL,PM,3,0.6557263400789921
AAPL,AMGN,3,0.6290233267523315
AAPL,AMD,3,0.5707537364584417
AAPL,QCOM,3,0.6684533638378455
AAPL,LOW,3,0.7987758796839962
AAPL,CAT,3,0.8062409151376353
AAPL,IBM,3,0.7709948775421025
AAPL,MS,3,0.7692406994990292
AAPL,AMT,3,0.3256641743445115
AAPL,INTU,3,0.72262464645659
AAPL,DE,3,0.4092979712925034
AAPL,GS,3,0.7962656131970218
AAPL,SPGI,3,0.8691706992899434
AAPL,RTX,3,0.6988269471635545
AAPL,BLK,3,0.8228214315814757
AAPL,ISRG,3,0.8365003070809316
AAPL,PLD,3,0.1316595118212649
AAPL,NOW,3,0.859604957809827
AAPL,MDT,3,0.7077030061020804
AAPL,GE,3,0.8105288378821158
AAPL,ADI,3,0.8398901260300615
AAPL,SYK,3,0.8218543647680965
AAPL,ELV,3,-0.4681210557883016
AAPL,BKNG,3,0.8368602366082301
AAPL,GILD,3,0.56993820994526
AAPL,C,3,0.7646075338591918
AAPL,CVS,3,-0.5736307063271386
AAPL,LRCX,3,0.7042298349848372
AAPL,ADP,3,0.7205164731040182
AAPL,REGN,3,-0.0756572547434114
AAPL,MO,3,0.7529212382688635
AAPL,MDLZ,3,-0.08997948434767516
AAPL,TMUS,3,0.7719169363869789
AAPL,T,3,0.6604876441004394
AAPL,CB,3,0.75207339758472
AAPL,SCHW,3,0.42146625151216977
AAPL,SO,3,0.8307372068541585
AAPL,PGR,3,0.772177040115381
AAPL,AXP,3,0.8475404498839418
AAPL,ZTS,3,0.13054469238002447
AAPL,CL,3,0.6656224002793633
AAPL,DUK,3,0.7568041065359227
AAPL,EOG,3,0.27968444285366345
AAPL,USB,3,0.6246777147401744
AAPL,TGT,3,-0.398863187920295
AAPL,PNC,3,0.7472042156943465
AAPL,MMC,3,0.7760778445457871
AAPL,FIS,3,0.5847022571107965
AAPL,BDX,3,-0.4228663168295689
AAPL,CME,3,0.7110465022840093
AAPL,ITW,3,0.7672935695513028
AAPL,GM,3,0.7721522119896412
AAPL,CSX,3,0.44763890421273783
AAPL,NSC,3,0.5650666779142712
AAPL,AON,3,0.6782304238239598
AAPL,EMR,3,0.7467791270894277
AAPL,COF,3,0.7940110430453705
AAPL,FDX,3,0.6641737524459113
MSFT,GOOGL,3,0.9170297001486213
MSFT,AMZN,3,0.9316591141835743
MSFT,NVDA,3,0.9322547106604725
MSFT,META,3,0.9423331675338465
MSFT,TSLA,3,0.6353040347636123
MSFT,JPM,3,0.887050988703196
MSFT,UNH,3,-0.41952872378020906
MSFT,V,3,0.8496952277035843
MSFT,HD,3,0.7965220441497138
MSFT,PG,3,0.7064325967990168
MSFT,MA,3,0.8843397477740434
MSFT,LLY,3,0.829548522037518
MSFT,AVGO,3,0.8984377678249654
MSFT,XOM,3,0.531359171493634
MSFT,COST,3,0.863724320436205
MSFT,PEP,3,-0.5680984532979697
MSFT,KO,3,0.6763895922105687
MSFT,PFE,3,-0.8477578853834348
MSFT,MRK,3,-0.2015589555281336
MSFT,ORCL,3,0.8487904029266513
MSFT,ABBV,3,0.7730709050217712
MSFT,DIS,3,0.591792542837047
MSFT,CVX,3,-0.1283763570073357
MSFT,ADBE,3,0.13762168689228407
MSFT,MCD,3,0.6210206171719681
MSFT,ACN,3,0.22941302206365144
MSFT,DHR,3,-0.03214114825134663
MSFT,CSCO,3,0.7185831566790075
MSFT,NFLX,3,0.8696431889786841
MSFT,CRM,3,0.7263335810396967
MSFT,LIN,3,0.9163768037024309
MSFT,ABT,3,0.6970864608375187
MSFT,TXN,3,0.6413486810889941
MSFT,NKE,3,-0.7509381180905924
MSFT,TMO,3,-0.25773404792921545
MSFT,INTC,3,-0.16759933340176025
MSFT,WMT,3,0.8197533287256413
MSFT,UPS,3,-0.8450910923644053
MSFT,HON,3,0.6369040247361708
MSFT,NEE,3,0.11258417283827064
MSFT,PM,3,0.712448638705181
MSFT,AMGN,3,0.6675733078696414
MSFT,AMD,3,0.7808338015103309
MSFT,QCOM,3,0.7548823394486681
MSFT,LOW,3,0.7080133530325633
MSFT,CAT,3,0.8901891713252132
MSFT,IBM,3,0.8386085341857001
MSFT,MS,3,0.7634150679166697
MSFT,AMT,3,0.3558665187438061
MSFT,INTU,3,0.9363020172796102
MSFT,DE,3,0.48678752325370633
MSFT,GS,3,0.8282974108429403
MSFT,SPGI,3,0.8727709614187888
MSFT,RTX,3,0.7384028319752199
MSFT,BLK,3,0.836605465324947
MSFT,ISRG,3,0.798855140076355
MSFT,PLD,3,0.0634085104501973
MSFT,NOW,3,0.8721872320789074
MSFT,MDT,3,0.7000991122315199
MSFT,GE,3,0.9120068583547503
MSFT,ADI,3,0.8717868735006044
MSFT,SYK,3,0.8946703553762009
MSFT,ELV,3,-0.46527060964164635
MSFT,BKNG,3,0.9008839152409169
MSFT,GILD,3,0.564607106402535
MSFT,C,3,0.8473824638660188
MSFT,CVS,3,-0.45131273062511623
MSFT,LRCX,3,0.896536396226378
MSFT,ADP,3,0.715832330460056
MSFT,REGN,3,-0.11464386038218968
MSFT,MO,3,0.7628898203921984
MSFT,MDLZ,3,0.06254468634822902
MSFT,TMUS,3,0.7266206383731352
MSFT,T,3,0.6894065413959036
MSFT,CB,3,0.7980793719370985
MSFT,SCHW,3,0.5581042330143298
MSFT,SO,3,0.8163901180302524
MSFT,PGR,3,0.8010247803157794
MSFT,AXP,3,0.8667729160458013
MSFT,ZTS,3,0.03248037272106057
MSFT,CL,3,0.6686809186657123
MSFT,DUK,3,0.7468564555789712
MSFT,EOG,3,0.21687839291357158
MSFT,USB,3,0.6033638186902777
MSFT,TGT,3,-0.43856862005637104
MSFT,PNC,3,0.7139300462671744
MSFT,MMC,3,0.7512020071327943
MSFT,FIS,3,0.5937472388179847
MSFT,BDX,3,-0.6481128488345037
MSFT,CME,3,0.8272440495792247
MSFT,ITW,3,0.7984882794690691
MSFT,GM,3,0.7673120605361547
MSFT,CSX,3,0.6247245188577686
MSFT,NSC,3,0.6660066942024286
MSFT,AON,3,0.5137099201433919
MSFT,EMR,3,0.8530062341041302
MSFT,COF,3,0.8585406775014454
MSFT,FDX,3,0.5604522058989329
GOOGL,AMZN,3,0.9198154459319862
GOOGL,NVDA,3,0.9327113683739718
GOOGL,META,3,0.9165810817971394
GOOGL,TSLA,3,0.7458917731547051
GOOGL,JPM,3,0.9031473121607452
GOOGL,UNH,3,-0.35439475015118993
GOOGL,V,3,0.825071912714463
